PROVINSI,KABUPATEN,KECAMATAN,KELURAHAN,SUNTIK,PIL,KONDOM,IMPLAN,IUD,VASEKTOMI,TUBEKTOMI,PUS,PUS_KB,PUS_TIDAK_KB,PB,PA,MKJP,KBPP,UNMET_NEED,BULAN
SULAWESI BARAT,POLEWALI MANDAR,TINAMBUNG,TINAMBUNG,26,16,12,20,13,13,14,17,12,14,25,36,30,29,25,MARET
SULAWESI BARAT,POLEWALI MANDAR,TINAMBUNG,KARAMA,30,18,14,13,10,10,17,19,20,10,50,86,14,10,25,MARET
SULAWESI BARAT,POLEWALI MANDAR,TINAMBUNG,TANGNGA TANGNGA,21,12,11,18,14,20,20,14,13,14,17,25,62,50,12,MARET
SULAWESI BARAT,POLEWALI MANDAR,TINAMBUNG,LEKOPADIS,25,13,14,16,15,14,15,10,13,18,37,29,46,24,12,MARET
SULAWESI BARAT,POLEWALI MANDAR,TINAMBUNG,GALUNG LOMBOK,26,14,16,13,15,20,10,19,15,11,36,15,68,35,20,MARET
SULAWESI BARAT,POLEWALI MANDAR,TINAMBUNG,TANDUNG,28,15,12,18,19,19,12,13,13,10,35,100,43,39,19,MARET
SULAWESI BARAT,POLEWALI MANDAR,TINAMBUNG,BATULAYA,15,11,11,18,19,10,20,13,13,18,23,89,28,27,15,MARET
SULAWESI BARAT,POLEWALI MANDAR,TINAMBUNG,SEPABATU,27,10,13,12,14,10,15,13,20,16,38,15,24,38,13,MARET
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,TARAMANU,29,13,17,16,10,17,12,14,14,11,47,17,66,42,19,MARET
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,AMBOPADANG,11,20,15,15,20,17,18,20,17,15,16,19,85,17,24,MARET
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,TUBBI,12,12,15,17,20,14,16,20,11,14,50,54,71,33,11,MARET
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,RATTE,14,19,16,16,17,11,15,20,15,18,13,95,50,28,22,MARET
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,BESOANGIN,12,12,14,12,20,16,10,16,18,19,47,15,23,27,25,MARET
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,PIRIANG TAPIKO,15,20,18,12,10,13,19,11,20,12,36,35,36,15,20,MARET
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,PEBURRU,30,10,13,12,12,13,15,13,14,17,48,14,82,14,18,MARET
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,TALOBA,23,17,11,20,19,16,12,10,19,12,40,19,68,15,15,MARET
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,POLLEWANI,18,13,12,15,18,15,12,15,11,14,29,17,15,23,19,MARET
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,ARABUA,24,13,19,12,15,11,18,13,19,15,45,100,20,16,18,MARET
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,BESOANGIN UTARA,29,19,10,18,10,20,12,18,12,19,37,28,24,11,19,MARET
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,PODA,14,20,12,19,17,18,17,17,13,20,18,48,35,10,10,MARET
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,TARAMANU TUA,16,19,18,20,19,19,13,15,20,15,23,15,70,25,11,MARET
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,SIDODADI,13,12,19,11,18,15,13,10,13,18,29,33,37,11,23,MARET
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,SIDOREJO,22,12,16,13,11,20,16,10,15,10,33,96,42,37,18,MARET
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,SUMBEREJO,18,19,12,15,15,16,14,16,12,18,43,13,23,44,24,MARET
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,BUMIAYU,28,15,13,20,13,14,20,16,19,13,48,96,40,43,19,MARET
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,KEBUNSARI,25,10,18,10,16,17,18,15,16,12,16,33,76,45,20,MARET
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,BANUA BARU,11,14,14,18,20,16,14,10,17,10,22,15,55,42,23,MARET
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,NEPO,17,19,14,18,10,18,18,20,19,18,26,76,66,30,10,MARET
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,SUGIHWARAS,13,11,12,11,11,10,20,18,13,13,15,52,28,12,22,MARET
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,CAMPURJO,19,13,15,13,20,12,13,17,15,11,21,26,61,13,20,MARET
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,BUMIMULYO,11,18,13,11,20,11,12,20,18,14,43,54,56,33,18,MARET
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,TUMPILING,11,10,14,16,19,15,15,12,12,13,40,39,68,32,25,MARET
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,BAKKA-BAKKA,17,20,13,10,12,18,14,13,11,18,47,28,12,15,10,MARET
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,ARJO SARI,17,13,19,10,17,16,12,13,19,16,38,67,68,30,15,MARET
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,GALESON,10,17,19,18,15,17,12,19,15,17,44,33,79,22,19,MARET
SULAWESI BARAT,MAMUJU,MAMUJU,BINANGA,15,13,19,12,16,10,16,18,20,16,20,12,21,47,12,MARET
SULAWESI BARAT,MAMUJU,MAMUJU,MAMUNYU,10,20,14,16,20,10,16,11,20,13,11,99,94,43,17,MARET
SULAWESI BARAT,MAMUJU,MAMUJU,KAREMA,11,13,19,14,17,19,17,20,20,17,24,87,71,20,11,MARET
SULAWESI BARAT,MAMUJU,MAMUJU,RIMUKU,11,13,11,14,18,20,20,15,12,20,45,33,76,24,14,MARET
SULAWESI BARAT,MAMUJU,MAMUJU,BAMBU,23,13,12,19,19,15,12,18,10,13,49,72,35,30,18,MARET
SULAWESI BARAT,MAMUJU,MAMUJU,KARAMPUANG,22,10,18,19,18,11,16,12,10,11,12,53,71,17,14,MARET
SULAWESI BARAT,MAMUJU,MAMUJU,TADUI,18,20,10,19,20,11,18,17,10,11,50,56,11,46,18,MARET
SULAWESI BARAT,MAMUJU,MAMUJU,BATU PANNU,19,10,13,10,12,15,16,20,15,13,24,98,59,13,10,MARET
SULAWESI BARAT,MAMUJU,TAPALANG,GALUNG,26,10,18,17,20,15,20,10,10,20,12,95,72,49,19,MARET
SULAWESI BARAT,MAMUJU,TAPALANG,KASAMBANG,24,13,14,19,16,14,19,16,17,10,50,67,44,11,18,MARET
SULAWESI BARAT,MAMUJU,TAPALANG,DAYANGINNA,12,12,16,14,20,10,12,20,17,14,17,53,96,23,15,MARET
SULAWESI BARAT,MAMUJU,TAPALANG,OROBATU,30,16,15,12,12,18,15,10,11,15,22,84,21,15,10,MARET
SULAWESI BARAT,MAMUJU,TAPALANG,TAKANDEANG,19,17,16,16,20,10,12,19,16,17,28,83,94,27,12,MARET
SULAWESI BARAT,MAMUJU,TAPALANG,BELA,12,18,18,15,10,10,15,16,17,10,10,97,13,13,24,MARET
SULAWESI BARAT,MAMUJU,TAPALANG,TAAN,26,20,18,11,20,17,14,13,16,20,40,53,56,42,24,MARET
SULAWESI BARAT,MAMUJU,TAPALANG,TAMPALANG,15,19,11,17,19,15,20,19,15,18,26,66,13,48,15,MARET
SULAWESI BARAT,MAMUJU,TAPALANG,RANTEDODA,30,17,13,18,11,20,18,13,11,16,22,76,21,18,25,MARET
SULAWESI BARAT,MAMUJU,TAPALANG,KOPEANG,18,19,12,12,20,19,12,11,18,17,21,64,78,17,25,MARET
SULAWESI BARAT,MAMUJU,KALUKKU,SINYONYOI,26,19,10,16,15,13,17,11,17,18,17,52,44,25,24,MARET
SULAWESI BARAT,MAMUJU,KALUKKU,BEBANGA,26,11,13,20,14,15,17,12,10,18,37,14,17,38,10,MARET
SULAWESI BARAT,MAMUJU,KALUKKU,KALUKKU,11,12,16,13,15,11,11,11,18,18,19,42,67,23,18,MARET
SULAWESI BARAT,MAMUJU,KALUKKU,SINYONYOI SELATAN,26,13,18,18,16,11,12,10,20,17,17,43,26,23,19,MARET
SULAWESI BARAT,MAMUJU,KALUKKU,SONDOANG,30,10,17,19,19,17,15,15,16,20,40,79,60,12,16,MARET
SULAWESI BARAT,MAMUJU,KALUKKU,BERU-BERU,12,10,17,12,19,10,19,15,12,18,19,30,97,20,10,MARET
SULAWESI BARAT,MAMUJU,KALUKKU,BELANG BELANG,30,13,19,12,17,16,13,18,18,10,38,84,14,42,11,MARET
SULAWESI BARAT,MAMUJU,KALUKKU,KABULOANG,14,16,20,20,13,12,18,19,12,18,35,76,71,30,16,MARET
SULAWESI BARAT,MAMUJU,KALUKKU,KEANG,22,19,10,12,13,16,12,16,14,10,25,99,92,25,11,MARET
SULAWESI BARAT,MAMUJU,KALUKKU,POKKANG,25,13,11,18,17,10,14,16,20,10,10,49,39,42,10,MARET
SULAWESI BARAT,MAMUJU,KALUKKU,GULILING,11,13,19,18,15,20,11,10,16,19,26,27,13,14,15,MARET
SULAWESI BARAT,MAMUJU,KALUKKU,UHAIMATE,18,19,12,10,20,13,18,13,19,19,19,31,47,44,18,MARET
SULAWESI BARAT,MAMUJU,KALUKKU,KALUKKU BARAT,12,19,16,14,20,17,10,15,13,10,44,63,98,50,21,MARET
SULAWESI BARAT,MAMUJU,KALUKKU,PAMMULUKANG,27,12,17,11,10,15,13,11,17,17,23,35,67,12,12,MARET
SULAWESI BARAT,MAMUJU,KALUMPANG,KALUMPANG,22,11,19,16,19,16,10,16,19,10,21,42,13,27,23,MARET
SULAWESI BARAT,MAMUJU,KALUMPANG,KARATAUN,17,17,11,15,13,20,19,10,10,14,11,28,74,37,14,MARET
SULAWESI BARAT,MAMUJU,KALUMPANG,KARAMA,17,17,17,18,13,14,17,18,14,19,13,22,45,21,15,MARET
SULAWESI BARAT,MAMUJU,KALUMPANG,SIRAUN,23,14,20,12,12,16,16,19,16,18,36,57,47,45,16,MARET
SULAWESI BARAT,MAMUJU,KALUMPANG,TUMOGA,24,20,17,16,16,14,12,16,19,15,47,16,51,33,25,MARET
SULAWESI BARAT,MAMUJU,KALUMPANG,SALUMAKKI,15,15,18,17,12,14,12,13,13,18,15,42,53,23,24,MARET
SULAWESI BARAT,MAMUJU,KALUMPANG,POLIO,16,15,19,13,16,16,11,20,13,15,36,97,85,44,21,MARET
SULAWESI BARAT,MAMUJU,KALUMPANG,LIMBONG,12,18,13,14,11,12,10,20,11,14,39,12,30,20,12,MARET
SULAWESI BARAT,MAMUJU,KALUMPANG,SANDAPANG,21,20,13,11,19,18,17,16,20,14,32,20,10,17,19,MARET
SULAWESI BARAT,MAMUJU,KALUMPANG,KONDO BULO,23,10,17,11,15,10,18,11,14,10,21,14,74,12,14,MARET
SULAWESI BARAT,MAMUJU,KALUMPANG,MAKKALIKI,26,16,19,18,15,14,17,13,14,16,34,73,10,40,20,MARET
SULAWESI BARAT,MAMUJU,KALUMPANG,BATU MAKKADA,15,19,18,11,10,17,18,14,17,12,25,35,77,48,17,MARET
SULAWESI BARAT,MAMUJU,KALUMPANG,LASA',27,11,14,18,13,10,17,12,16,18,41,100,45,48,25,MARET
SULAWESI BARAT,MAMUJU,PAPALANG,TOABO,17,13,16,19,10,10,18,14,10,17,39,11,59,33,22,MARET
SULAWESI BARAT,MAMUJU,PAPALANG,PAPALANG,24,10,18,18,15,13,12,10,18,10,24,23,22,25,15,MARET
SULAWESI BARAT,MAMUJU,PAPALANG,BONDA,11,18,11,10,10,20,12,10,15,17,42,76,83,22,15,MARET
SULAWESI BARAT,MAMUJU,PAPALANG,TOPORE,28,15,11,12,14,13,20,19,13,18,29,64,45,32,20,MARET
SULAWESI BARAT,MAMUJU,PAPALANG,SALUKAYU,15,19,15,17,14,18,12,14,14,17,40,70,88,31,23,MARET
SULAWESI BARAT,MAMUJU,PAPALANG,SUKADAMAI,22,12,11,20,15,12,14,12,13,15,10,62,18,23,19,MARET
SULAWESI BARAT,MAMUJU,PAPALANG,BODA-BODA,28,13,10,12,17,16,16,17,12,11,36,18,42,44,11,MARET
SULAWESI BARAT,MAMUJU,PAPALANG,SISANGO,25,19,13,10,17,11,19,13,14,10,46,36,90,36,23,MARET
SULAWESI BARAT,MAMUJU,PAPALANG,BATU AMPA,16,16,19,13,13,15,20,11,16,20,35,31,57,28,22,MARET
SULAWESI BARAT,MAMUJU,SAMPAGA,BUNDE,21,20,16,18,17,19,15,10,10,13,30,73,30,37,10,MARET
SULAWESI BARAT,MAMUJU,SAMPAGA,KALONDING,11,17,15,12,11,18,16,15,10,12,33,67,55,19,13,MARET
SULAWESI BARAT,MAMUJU,SAMPAGA,TARAILU,11,18,18,15,15,11,19,10,18,13,40,63,22,13,25,MARET
SULAWESI BARAT,MAMUJU,SAMPAGA,SAMPAGA,20,11,13,13,12,20,17,19,14,13,18,54,98,50,25,MARET
SULAWESI BARAT,MAMUJU,SAMPAGA,TANAMBUAH,29,14,11,12,11,11,20,17,13,10,40,29,32,33,17,MARET
SULAWESI BARAT,MAMUJU,SAMPAGA,SALUBARANA,28,14,15,10,15,18,19,12,13,13,14,34,45,41,21,MARET
SULAWESI BARAT,MAMUJU,SAMPAGA,LOSSO,13,20,16,10,13,20,13,11,19,17,10,37,11,39,18,MARET
SULAWESI BARAT,MAMUJU,TOMMO,TOMMO,22,16,17,15,13,17,18,15,11,14,44,52,36,44,24,MARET
SULAWESI BARAT,MAMUJU,TOMMO,CAMPALOGA,16,19,15,16,15,19,14,19,16,11,18,71,25,39,24,MARET
SULAWESI BARAT,MAMUJU,TOMMO,BUANA SAKTI,16,14,13,14,18,18,14,17,10,12,43,37,45,11,23,MARET
SULAWESI BARAT,MAMUJU,TOMMO,TAMEMONGGA,13,19,10,17,17,12,20,14,16,15,11,64,21,35,19,MARET
SULAWESI BARAT,MAMUJU,TOMMO,TAMEJARRA,19,10,17,15,11,12,12,14,15,17,16,53,43,13,20,MARET
SULAWESI BARAT,MAMUJU,TOMMO,RANTEMARIO,14,14,14,16,16,10,20,11,14,19,46,54,66,11,17,MARET
SULAWESI BARAT,MAMUJU,TOMMO,MALINO,11,12,15,14,12,14,18,16,17,12,19,79,51,47,10,MARET
SULAWESI BARAT,MAMUJU,TOMMO,KAKULLASANG,27,11,12,15,18,17,18,10,18,10,31,100,26,48,24,MARET
SULAWESI BARAT,MAMUJU,TOMMO,LELING,25,12,12,19,11,10,17,18,14,15,39,75,63,28,15,MARET
SULAWESI BARAT,MAMUJU,TOMMO,KALEPU,11,19,13,18,12,19,15,17,17,17,30,68,59,17,22,MARET
SULAWESI BARAT,MAMUJU,TOMMO,SANDANA,28,10,17,10,15,16,15,17,10,12,50,79,43,12,21,MARET
SULAWESI BARAT,MAMUJU,TOMMO,LELING BARAT,18,15,20,18,17,18,12,14,18,16,35,32,97,13,11,MARET
SULAWESI BARAT,MAMUJU,TOMMO,LELING UTARA,16,14,12,17,16,15,12,19,18,10,26,66,96,37,25,MARET
SULAWESI BARAT,MAMUJU,TOMMO,SALUDENGEN,30,15,12,10,18,14,16,14,13,19,50,46,85,13,21,MARET
SULAWESI BARAT,MAMUJU,SIMBORO DAN KEPULAUAN,SIMBORO,18,17,11,13,16,16,14,18,13,14,10,63,63,19,13,MARET
SULAWESI BARAT,MAMUJU,SIMBORO DAN KEPULAUAN,RANGAS,24,12,20,18,18,11,10,15,10,20,44,22,80,12,12,MARET
SULAWESI BARAT,MAMUJU,SIMBORO DAN KEPULAUAN,BOTTENG,25,19,11,20,14,20,10,17,18,14,28,26,41,36,16,MARET
SULAWESI BARAT,MAMUJU,SIMBORO DAN KEPULAUAN,SALETTO,17,11,13,17,11,11,20,18,10,13,26,42,27,46,11,MARET
SULAWESI BARAT,MAMUJU,SIMBORO DAN KEPULAUAN,SUMARE,28,20,10,20,13,17,16,12,12,17,26,51,36,12,19,MARET
SULAWESI BARAT,MAMUJU,SIMBORO DAN KEPULAUAN,BOTTENG UTARA,23,16,20,18,12,10,18,13,10,16,31,82,43,39,22,MARET
SULAWESI BARAT,MAMUJU,SIMBORO DAN KEPULAUAN,TAPANDULLU,27,15,17,19,20,14,13,15,15,16,36,21,71,42,20,MARET
SULAWESI BARAT,MAMUJU,SIMBORO DAN KEPULAUAN,PATI'DI,16,20,16,10,12,20,17,10,18,11,31,74,17,40,14,MARET
SULAWESI BARAT,MAMUJU,TAPALANG BARAT,DUNGKAIT,27,18,12,10,13,19,10,18,10,10,24,87,57,44,16,MARET
SULAWESI BARAT,MAMUJU,TAPALANG BARAT,LEBANI,20,15,18,13,18,19,14,12,10,15,44,29,25,45,21,MARET
SULAWESI BARAT,MAMUJU,TAPALANG BARAT,LABUANG RANO,30,15,19,14,13,11,13,13,20,17,26,75,76,24,17,MARET
SULAWESI BARAT,MAMUJU,TAPALANG BARAT,PASABU,21,15,18,17,14,14,18,20,10,20,41,39,92,44,10,MARET
SULAWESI BARAT,MAMUJU,TAPALANG BARAT,TANETE PAO,15,10,13,16,13,13,16,19,14,10,11,58,22,36,24,MARET
SULAWESI BARAT,MAMUJU,TAPALANG BARAT,PANGASAAN,14,13,20,12,18,16,16,13,13,19,34,92,25,28,17,MARET
SULAWESI BARAT,MAMUJU,TAPALANG BARAT,AHU,11,19,15,11,15,15,13,11,18,20,14,40,19,48,19,MARET
SULAWESI BARAT,MAMUJU,BONEHAU,BONEHAU,27,16,19,18,19,10,14,19,16,15,34,67,40,43,20,MARET
SULAWESI BARAT,MAMUJU,BONEHAU,SALUTIWO,10,10,17,13,12,12,11,16,10,17,35,65,81,41,13,MARET
SULAWESI BARAT,MAMUJU,BONEHAU,BUTTUADA,16,15,18,11,12,17,12,12,13,20,27,30,10,47,22,MARET
SULAWESI BARAT,MAMUJU,BONEHAU,TAMALEA,18,18,12,12,16,17,18,13,18,13,36,45,67,50,21,MARET
SULAWESI BARAT,MAMUJU,BONEHAU,LUMIKA,18,15,12,12,18,14,17,19,20,18,38,78,73,27,21,MARET
SULAWESI BARAT,MAMUJU,BONEHAU,MAPPU,23,14,19,15,19,15,12,11,20,14,34,90,53,49,11,MARET
SULAWESI BARAT,MAMUJU,BONEHAU,BANUADA,18,20,20,20,17,16,10,17,17,18,46,53,29,39,23,MARET
SULAWESI BARAT,MAMUJU,BONEHAU,HINUA,29,11,18,17,16,10,12,18,17,20,46,69,59,34,24,MARET
SULAWESI BARAT,MAMUJU,BONEHAU,KINATANG,10,19,13,19,20,13,16,18,14,11,40,61,40,49,10,MARET
SULAWESI BARAT,MAMUJU,KEP. BALA BALAKANG,BALA BALAKANG,13,11,17,14,17,10,11,15,13,20,42,93,28,36,11,MARET
SULAWESI BARAT,MAMUJU,KEP. BALA BALAKANG,BALA-BALAKANG TIMUR,13,18,16,12,13,13,17,12,15,17,33,32,34,27,17,MARET
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,MAHAHE,29,13,13,19,13,11,14,15,17,17,22,96,63,19,13,APRIL
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,SALOBAJA,16,14,13,10,16,14,13,16,17,12,33,100,90,33,14,APRIL
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,TOBADAK,27,11,10,15,11,14,16,15,15,16,12,66,83,20,20,APRIL
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,PALONGAAN,20,20,16,10,16,18,11,10,17,17,33,10,61,16,19,APRIL
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,BATU PARIGI,30,18,11,18,13,10,18,10,19,15,14,25,35,40,20,APRIL
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,BAMBADARU,14,11,12,14,10,13,15,11,14,16,47,99,33,47,14,APRIL
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,SEJATI,27,10,20,18,12,18,19,13,18,17,37,21,78,39,14,APRIL
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,SALOADAK,23,12,13,15,16,20,14,14,18,12,28,59,73,19,13,APRIL
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,POLO PANGALE,10,18,20,10,20,11,18,13,15,15,16,95,13,42,14,APRIL
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,PANGALE,12,20,14,17,17,15,20,12,16,13,34,84,74,37,21,APRIL
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,SARTANAMAJU,27,17,18,12,15,10,11,19,20,18,17,29,25,18,17,APRIL
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,POLO LERENG,14,18,16,14,15,17,15,20,14,14,13,12,34,19,12,APRIL
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,KUO,18,12,12,13,20,10,14,10,10,19,34,57,37,36,16,APRIL
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,POLO CAMBA,20,17,14,16,18,18,13,15,14,12,42,60,60,19,15,APRIL
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,LAMBA-LAMBA,30,13,14,17,11,15,19,15,18,18,28,67,47,14,19,APRIL
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,KOMBILING,23,13,10,13,19,15,18,12,20,18,29,71,25,41,18,APRIL
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,LEMO-LEMO,17,20,20,18,20,18,16,16,14,13,12,43,59,14,14,APRIL
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,BABANA,22,20,12,11,13,10,13,18,15,13,30,90,61,40,21,APRIL
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,LUMU,22,12,13,10,10,16,12,19,18,12,22,20,38,26,25,APRIL
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,PONTANAKAYANG,16,18,17,11,17,14,14,15,10,15,16,73,38,47,14,APRIL
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,SALOGATTA,29,17,18,16,15,14,13,11,11,19,14,16,46,10,13,APRIL
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,KIRE,15,12,20,11,18,13,19,17,20,17,11,12,36,12,24,APRIL
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,TINALI,22,14,15,14,16,16,13,15,10,12,13,70,97,17,12,APRIL
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,SALUMANURUNG,16,13,15,19,18,15,10,10,17,10,24,53,94,25,18,APRIL
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,PASAPA,21,11,16,14,10,11,10,20,19,12,23,10,15,17,17,APRIL
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,BOJO,11,15,16,16,18,12,13,11,13,10,17,62,18,41,23,APRIL
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,BARAKKANG,15,10,10,10,20,14,16,15,15,20,41,58,63,49,12,APRIL
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,LEMBAH HADA,13,15,12,13,15,11,16,14,10,10,13,21,27,36,18,APRIL
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,BUDONG-BUDONG,24,18,14,11,18,12,15,20,14,16,19,68,11,19,21,APRIL
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TOPOYO,30,20,15,16,12,19,15,17,17,13,39,67,29,38,22,APRIL
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TUMBU,28,14,20,15,14,13,11,11,11,15,50,37,89,17,14,APRIL
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,KABUBU,26,13,13,15,14,14,14,12,17,16,12,76,62,48,16,APRIL
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,WAEPUTEH,21,12,12,17,10,11,14,19,14,16,27,45,69,30,16,APRIL
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TANGKOU,30,18,19,12,17,12,11,19,19,17,43,33,33,44,22,APRIL
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TABOLANG,23,16,11,18,14,11,14,18,18,18,20,43,74,18,24,APRIL
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,PARAILI,15,19,20,18,19,15,15,14,14,20,21,10,21,47,25,APRIL
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,SALUPANGKANG,23,14,12,14,18,11,17,11,13,20,19,48,53,44,12,APRIL
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,SALUPANGKANG IV,18,16,10,12,20,13,19,19,15,15,13,10,16,15,24,APRIL
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TAPPILINA,15,19,18,18,14,12,19,17,19,13,29,63,19,46,25,APRIL
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,BAMBAMANURUNG,20,20,16,12,14,11,16,12,20,13,30,29,59,34,22,APRIL
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,SALULEKBO,21,16,14,17,18,15,14,18,15,19,38,16,71,14,16,APRIL
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,PANGALLOANG,29,11,19,17,15,19,16,17,16,19,38,31,49,10,14,APRIL
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,SINABATTA,20,13,13,13,20,16,12,13,20,17,39,43,97,45,17,APRIL
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KAROSSA,15,18,11,19,10,14,14,12,15,17,35,75,97,35,22,APRIL
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,TASOKKO,16,11,15,12,19,12,20,15,18,10,27,72,88,38,20,APRIL
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,LARA,25,20,13,10,11,18,19,14,17,17,27,37,10,31,14,APRIL
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KADAILA,14,13,10,17,19,20,19,13,17,15,35,93,32,47,13,APRIL
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KAYU CALLA,24,13,15,13,14,15,16,17,15,13,35,98,28,45,13,APRIL
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,LEMBAH HOPO,11,15,11,15,18,18,10,11,12,11,40,67,35,44,16,APRIL
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,BENGGAULU,13,13,20,10,16,16,16,20,16,17,40,13,69,39,13,APRIL
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,SUKA MAJU,18,13,20,16,15,16,12,16,18,11,36,33,76,35,13,APRIL
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KAMBUNONG,16,12,16,15,11,15,20,12,11,20,50,39,91,21,25,APRIL
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,SALUBIRO,25,16,20,20,20,18,20,20,18,10,33,30,29,21,24,APRIL
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,SANJANGO,17,14,12,12,16,20,16,19,19,20,22,69,37,10,21,APRIL
SULAWESI BARAT,PASANGKAYU,BAMBAIRA,TAMPAURE,13,10,16,13,11,14,11,16,15,20,19,64,20,48,21,APRIL
SULAWESI BARAT,PASANGKAYU,BAMBAIRA,BAMBAIRA,29,15,10,12,15,11,20,11,10,19,16,29,68,28,10,APRIL
SULAWESI BARAT,PASANGKAYU,BAMBAIRA,KASOLOANG,11,13,19,17,11,20,15,18,10,15,10,19,42,25,11,APRIL
SULAWESI BARAT,PASANGKAYU,BAMBAIRA,KALUKU NANGKA,20,18,14,13,15,13,11,20,16,13,26,48,37,44,13,APRIL
SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,RANDOMAYANG,25,17,18,13,17,16,20,12,19,15,12,37,55,22,24,APRIL
SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,BAMBALAMOTU,30,17,12,19,17,12,19,15,19,18,33,49,44,19,10,APRIL
