PROVINSI,KABUPATEN,KECAMATAN,KELURAHAN,Sasaran,Persen_Ukur_Timbang,Stunting,Wasting,Underweight,BULAN
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,LEMBAH HOPO,237,89.87,47,17,49,FEBRUARI
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,BENGGAULU,188,90.96,37,29,57,FEBRUARI
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,SUKA MAJU,523,86.42,108,39,102,FEBRUARI
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KAMBUNONG,193,96.89,32,9,36,FEBRUARI
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,SALUBIRO,206,68.93,28,25,43,FEBRUARI
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,SANJANGO,347,89.63,55,23,72,FEBRUARI
SULAWESI BARAT,PASANGKAYU,BAMBAIRA,TAMPAURE,57,87.72,7,8,13,FEBRUARI
SULAWESI BARAT,PASANGKAYU,BAMBAIRA,BAMBAIRA,359,89.69,61,7,54,FEBRUARI
SULAWESI BARAT,PASANGKAYU,BAMBAIRA,KASOLOANG,197,98.98,35,9,32,FEBRUARI
SULAWESI BARAT,PASANGKAYU,BAMBAIRA,KALUKU NANGKA,114,96.49,17,4,14,FEBRUARI
SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,RANDOMAYANG,229,88.65,36,4,28,FEBRUARI
SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,BAMBALAMOTU,448,93.75,72,14,64,FEBRUARI
SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,POLEWALI,270,64.44,51,4,34,FEBRUARI
SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,PANGIANG,162,71.6,47,4,27,FEBRUARI
SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,KALOLA,88,64.77,12,0,6,FEBRUARI
SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,WULAI,76,88.16,20,0,11,FEBRUARI
SULAWESI BARAT,PASANGKAYU,BARAS,BARAS,215,64.65,23,11,16,FEBRUARI
SULAWESI BARAT,PASANGKAYU,BARAS,BULU PARIGI,231,70.13,79,24,69,FEBRUARI
SULAWESI BARAT,PASANGKAYU,BARAS,BALANTI,420,65.71,64,34,57,FEBRUARI
SULAWESI BARAT,PASANGKAYU,BARAS,MOTU,211,62.56,28,10,32,FEBRUARI
SULAWESI BARAT,PASANGKAYU,BARAS,TOWONI,505,67.52,68,37,83,FEBRUARI
SULAWESI BARAT,PASANGKAYU,BARAS,KASANO,105,78.1,26,6,30,FEBRUARI
SULAWESI BARAT,PASANGKAYU,BULU TABA,SUMBER SARI,237,59.49,21,25,32,FEBRUARI
SULAWESI BARAT,PASANGKAYU,BULU TABA,LELEJAE,267,64.42,59,22,49,FEBRUARI
SULAWESI BARAT,PASANGKAYU,BULU TABA,BUKIT HARAPAN,113,74.34,16,12,21,FEBRUARI
SULAWESI BARAT,PASANGKAYU,BULU TABA,LILIMORI,66,66.67,3,7,10,FEBRUARI
SULAWESI BARAT,PASANGKAYU,BULU TABA,KARAVE,23,95.65,0,2,4,FEBRUARI
SULAWESI BARAT,PASANGKAYU,BULU TABA,KASTABUANA,113,60.18,15,15,15,FEBRUARI
SULAWESI BARAT,PASANGKAYU,BULU TABA,OMPI,124,62.9,14,4,11,FEBRUARI
SULAWESI BARAT,PASANGKAYU,DAPURANG,DAPURANG,72,73.61,8,1,3,FEBRUARI
SULAWESI BARAT,PASANGKAYU,DAPURANG,BENGGAULU,151,50.99,18,9,22,FEBRUARI
SULAWESI BARAT,PASANGKAYU,DAPURANG,TIRTABUANA,108,76.85,21,6,16,FEBRUARI
SULAWESI BARAT,PASANGKAYU,DAPURANG,BULU BONGGU,32,90.63,5,0,6,FEBRUARI
SULAWESI BARAT,PASANGKAYU,DAPURANG,SARASA,71,60.56,11,6,11,FEBRUARI
SULAWESI BARAT,PASANGKAYU,DURIPOKU,TAMMARUNANG,166,56.02,39,11,34,FEBRUARI
SULAWESI BARAT,PASANGKAYU,DURIPOKU,SAPTANAJAYA,102,61.76,11,6,12,FEBRUARI
SULAWESI BARAT,PASANGKAYU,DURIPOKU,TARANGGI,1393,19.53,54,27,107,FEBRUARI
SULAWESI BARAT,PASANGKAYU,DURIPOKU,SIPAKAINGA,275,78.55,51,9,51,FEBRUARI
SULAWESI BARAT,PASANGKAYU,LARIANG,KULU,272,53.31,34,12,38,FEBRUARI
SULAWESI BARAT,PASANGKAYU,LARIANG,PARABU,155,73.55,13,20,23,FEBRUARI
SULAWESI BARAT,PASANGKAYU,LARIANG,KENANGAN,197,61.93,18,17,31,FEBRUARI
SULAWESI BARAT,PASANGKAYU,LARIANG,BAJAWALI,414,71.26,50,24,60,FEBRUARI
SULAWESI BARAT,PASANGKAYU,LARIANG,SINGGANI,294,60.88,43,20,36,FEBRUARI
SULAWESI BARAT,PASANGKAYU,LARIANG,BATU MATORU,239,45.61,28,20,42,FEBRUARI
SULAWESI BARAT,PASANGKAYU,LARIANG,BAMBAKORO,342,79.53,65,31,64,FEBRUARI
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,KARYA BERSAMA,356,84.27,65,26,48,FEBRUARI
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,AKO,245,80.41,48,14,41,FEBRUARI
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,PASANGKAYU,363,87.6,59,10,64,FEBRUARI
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,MARTAJAYA,132,87.12,16,10,24,FEBRUARI
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,PAKAVA,98,90.82,17,5,16,FEBRUARI
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,GUNUNG SARI,86,90.7,16,8,18,FEBRUARI
SULAWESI BARAT,PASANGKAYU,PEDONGGA,MALEI,345,96.23,73,36,76,FEBRUARI
SULAWESI BARAT,PASANGKAYU,PEDONGGA,PEDANDA,344,94.19,70,13,47,FEBRUARI
SULAWESI BARAT,PASANGKAYU,PEDONGGA,BATU OGE,382,87.7,92,55,98,FEBRUARI
SULAWESI BARAT,PASANGKAYU,PEDONGGA,MARTASARI,191,94.76,48,32,60,FEBRUARI
SULAWESI BARAT,PASANGKAYU,SARJO,SARJO,359,97.49,96,55,110,FEBRUARI
SULAWESI BARAT,PASANGKAYU,SARJO,MAPONU,216,81.48,46,12,41,FEBRUARI
SULAWESI BARAT,PASANGKAYU,SARJO,LETAWA,167,50.3,11,18,26,FEBRUARI
SULAWESI BARAT,PASANGKAYU,SARJO,SARUDE,266,80.83,26,31,56,FEBRUARI
SULAWESI BARAT,PASANGKAYU,SARUDU,DODA,257,67.32,20,32,53,FEBRUARI
SULAWESI BARAT,PASANGKAYU,SARUDU,SARUDU,183,66.67,26,31,44,FEBRUARI
SULAWESI BARAT,PASANGKAYU,SARUDU,BULU MARIO,145,92.41,29,32,44,FEBRUARI
SULAWESI BARAT,PASANGKAYU,SARUDU,KUMASARI,219,93.61,34,23,52,FEBRUARI
SULAWESI BARAT,PASANGKAYU,SARUDU,PATIKA,237,89.87,47,17,49,FEBRUARI
SULAWESI BARAT,PASANGKAYU,TIKKE RAYA,MAKMUR JAYA,188,90.96,37,29,57,FEBRUARI
SULAWESI BARAT,PASANGKAYU,TIKKE RAYA,LARIANG,523,86.42,108,39,102,FEBRUARI
SULAWESI BARAT,PASANGKAYU,TIKKE RAYA,TIKKE,193,96.89,32,9,36,FEBRUARI
SULAWESI BARAT,PASANGKAYU,TIKKE RAYA,PAJALELE,206,68.93,28,25,43,FEBRUARI
SULAWESI BARAT,PASANGKAYU,TIKKE RAYA,JENGENG RAYA,347,89.63,55,23,72,FEBRUARI
SULAWESI BARAT,MAJENE,BANGGAE,BANGGAE,57,87.72,7,8,13,FEBRUARI
SULAWESI BARAT,MAJENE,BANGGAE,BARU,359,89.69,61,7,54,FEBRUARI
SULAWESI BARAT,MAJENE,BANGGAE,PANGALI ALI,197,98.98,35,9,32,FEBRUARI
SULAWESI BARAT,MAJENE,BANGGAE,TOTOLI,114,96.49,17,4,14,FEBRUARI
SULAWESI BARAT,MAJENE,BANGGAE,RANGAS,229,88.65,36,4,28,FEBRUARI
SULAWESI BARAT,MAJENE,BANGGAE,GALUNG,448,93.75,72,14,64,FEBRUARI
SULAWESI BARAT,MAJENE,BANGGAE,PALIPI SOREANG,270,64.44,51,4,34,FEBRUARI
SULAWESI BARAT,MAJENE,BANGGAE,PAMBOBORANG,162,71.6,47,4,27,FEBRUARI
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,BAURUNG,88,64.77,12,0,6,FEBRUARI
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,BARUGA,76,88.16,20,0,11,FEBRUARI
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,BARUGA DHUA,215,64.65,23,11,16,FEBRUARI
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,LABUANG,231,70.13,79,24,69,FEBRUARI
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,TANDE,420,65.71,64,34,57,FEBRUARI
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,LEMBANG,211,62.56,28,10,32,FEBRUARI
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,LABUANG UTARA,505,67.52,68,37,83,FEBRUARI
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,TANDE TIMUR,105,78.1,26,6,30,FEBRUARI
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,BUTTU BARUGA,237,59.49,21,25,32,FEBRUARI
SULAWESI BARAT,MAJENE,MALUNDA,MALUNDA,267,64.42,59,22,49,FEBRUARI
SULAWESI BARAT,MAJENE,MALUNDA,LAMUNGANG BATU,113,74.34,16,12,21,FEBRUARI
SULAWESI BARAT,MAJENE,MALUNDA,BAMBANGAN,66,66.67,3,7,10,FEBRUARI
SULAWESI BARAT,MAJENE,MALUNDA,LOMBANG,23,95.65,0,2,4,FEBRUARI
SULAWESI BARAT,MAJENE,MALUNDA,LOMBONG,113,60.18,15,15,15,FEBRUARI
SULAWESI BARAT,MAJENE,MALUNDA,MEKKATTA,124,62.9,14,4,11,FEBRUARI
SULAWESI BARAT,MAJENE,MALUNDA,MALIAYA,72,73.61,8,1,3,FEBRUARI
SULAWESI BARAT,MAJENE,MALUNDA,LOMBANG TIMUR,151,50.99,18,9,22,FEBRUARI
SULAWESI BARAT,MAJENE,MALUNDA,SALUTAHONGAN,108,76.85,21,6,16,FEBRUARI
SULAWESI BARAT,MAJENE,MALUNDA,LOMBONG TIMUR,32,90.63,5,0,6,FEBRUARI
SULAWESI BARAT,MAJENE,MALUNDA,MEKKATTA SELATAN,71,60.56,11,6,11,FEBRUARI
SULAWESI BARAT,MAJENE,MALUNDA,KAYUANGIN,166,56.02,39,11,34,FEBRUARI
SULAWESI BARAT,MAJENE,PAMBOANG,LALAMPANUA,102,61.76,11,6,12,FEBRUARI
SULAWESI BARAT,MAJENE,PAMBOANG,SIRINDU,1393,19.53,54,27,107,FEBRUARI
SULAWESI BARAT,MAJENE,PAMBOANG,ADOLANG,275,78.55,51,9,51,FEBRUARI
SULAWESI BARAT,MAJENE,PAMBOANG,BABABULO,272,53.31,34,12,38,FEBRUARI
SULAWESI BARAT,MAJENE,PAMBOANG,BONDE,155,73.55,13,20,23,FEBRUARI
SULAWESI BARAT,MAJENE,PAMBOANG,BETTENG,197,61.93,18,17,31,FEBRUARI
SULAWESI BARAT,MAJENE,PAMBOANG,SIMBANG,414,71.26,50,24,60,FEBRUARI
SULAWESI BARAT,MAJENE,PAMBOANG,BONDE UTARA,294,60.88,43,20,36,FEBRUARI
SULAWESI BARAT,MAJENE,PAMBOANG,BABABULO UTARA,239,45.61,28,20,42,FEBRUARI
SULAWESI BARAT,MAJENE,PAMBOANG,BUTTU PAMBOANG,342,79.53,65,31,64,FEBRUARI
SULAWESI BARAT,MAJENE,PAMBOANG,BANUA ADOLANG,356,84.27,65,26,48,FEBRUARI
SULAWESI BARAT,MAJENE,PAMBOANG,ADOLANG DHUA,245,80.41,48,14,41,FEBRUARI
SULAWESI BARAT,MAJENE,PAMBOANG,TINAMBUNG,363,87.6,59,10,64,FEBRUARI
SULAWESI BARAT,MAJENE,PAMBOANG,PESULOANG,132,87.12,16,10,24,FEBRUARI
SULAWESI BARAT,MAJENE,PAMBOANG,BALOMBONG,98,90.82,17,5,16,FEBRUARI
SULAWESI BARAT,MAJENE,SENDANA,MOSSO,86,90.7,16,8,18,FEBRUARI
SULAWESI BARAT,MAJENE,SENDANA,MOSSO DHUA,345,96.23,73,36,76,FEBRUARI
SULAWESI BARAT,MAJENE,SENDANA,TOTOLISI SENDANA,344,94.19,70,13,47,FEBRUARI
SULAWESI BARAT,MAJENE,SENDANA,TALLUBANUA,382,87.7,92,55,98,FEBRUARI
SULAWESI BARAT,MAJENE,SENDANA,LALATEDZONG,191,94.76,48,32,60,FEBRUARI
SULAWESI BARAT,MAJENE,SENDANA,BINANGA,359,97.49,96,55,110,FEBRUARI
SULAWESI BARAT,MAJENE,SENDANA,PUTTADA,216,81.48,46,12,41,FEBRUARI
SULAWESI BARAT,MAJENE,SENDANA,PAMINGGALAN,167,50.3,11,18,26,FEBRUARI
SULAWESI BARAT,MAJENE,SENDANA,LEPPANGANG,266,80.83,26,31,56,FEBRUARI
SULAWESI BARAT,MAJENE,SENDANA,PUNDAU,257,67.32,20,32,53,FEBRUARI
SULAWESI BARAT,MAJENE,SENDANA,SENDANA,183,66.67,26,31,44,FEBRUARI
SULAWESI BARAT,MAJENE,SENDANA,BANUA SENDANA,145,92.41,29,32,44,FEBRUARI
SULAWESI BARAT,MAJENE,SENDANA,TALLUBANUA UTARA,219,93.61,34,23,52,FEBRUARI
SULAWESI BARAT,MAJENE,SENDANA,LIMBORO RAMBU-RAMBU,237,89.87,47,17,49,FEBRUARI
SULAWESI BARAT,MAJENE,SENDANA,LIMBUA,188,90.96,37,29,57,FEBRUARI
SULAWESI BARAT,MAJENE,SENDANA,BUKIT SAMANG,523,86.42,108,39,102,FEBRUARI
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,SEPPONG,193,96.89,32,9,36,FEBRUARI
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,TAMMERODO,206,68.93,28,25,43,FEBRUARI
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,ULIDANG,347,89.63,55,23,72,FEBRUARI
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,TALLAMBALAO,57,87.72,7,8,13,FEBRUARI
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,TAMMERODO UTARA,359,89.69,61,7,54,FEBRUARI
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,MANYAMBA,197,98.98,35,9,32,FEBRUARI
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,AWO,114,96.49,17,4,14,FEBRUARI
SULAWESI BARAT,MAJENE,TUBO SENDANA,ONANG,229,88.65,36,4,28,FEBRUARI
SULAWESI BARAT,MAJENE,TUBO SENDANA,TUBO,448,93.75,72,14,64,FEBRUARI
SULAWESI BARAT,MAJENE,TUBO SENDANA,ONANG UTARA,270,64.44,51,4,34,FEBRUARI
SULAWESI BARAT,MAJENE,TUBO SENDANA,TUBO SELATAN,162,71.6,47,4,27,FEBRUARI
SULAWESI BARAT,MAJENE,TUBO SENDANA,BONDE BONDE,88,64.77,12,0,6,FEBRUARI
SULAWESI BARAT,MAJENE,TUBO SENDANA,TUBO TENGAH,76,88.16,20,0,11,FEBRUARI
SULAWESI BARAT,MAJENE,TUBO SENDANA,TUBO POANG,215,64.65,23,11,16,FEBRUARI
SULAWESI BARAT,MAJENE,ULUMANDA,KABIRAAN,231,70.13,79,24,69,FEBRUARI
SULAWESI BARAT,MAJENE,ULUMANDA,SAMBABO,420,65.71,64,34,57,FEBRUARI
SULAWESI BARAT,MAJENE,ULUMANDA,TANDEALLO,211,62.56,28,10,32,FEBRUARI
SULAWESI BARAT,MAJENE,ULUMANDA,ULUMANDA,505,67.52,68,37,83,FEBRUARI
SULAWESI BARAT,MAJENE,ULUMANDA,SALUTAMBUNG,105,78.1,26,6,30,FEBRUARI
SULAWESI BARAT,MAJENE,ULUMANDA,POPENGA,237,59.49,21,25,32,FEBRUARI
SULAWESI BARAT,MAJENE,ULUMANDA,SULAI,267,64.42,59,22,49,FEBRUARI
SULAWESI BARAT,MAJENE,ULUMANDA,PANGGALO,113,74.34,16,12,21,FEBRUARI
SULAWESI BARAT,MAMASA,ARALLE,ARALLE,66,66.67,3,7,10,FEBRUARI
SULAWESI BARAT,MAMASA,ARALLE,RALLE ANAK,23,95.65,0,2,4,FEBRUARI
SULAWESI BARAT,MAMASA,ARALLE,PANETEAN,113,60.18,15,15,15,FEBRUARI
SULAWESI BARAT,MAMASA,ARALLE,UHAILANU,124,62.9,14,4,11,FEBRUARI
SULAWESI BARAT,MAMASA,ARALLE,ARALLE UTARA,72,73.61,8,1,3,FEBRUARI
SULAWESI BARAT,MAMASA,ARALLE,UHAIDAHO,151,50.99,18,9,22,FEBRUARI
SULAWESI BARAT,MAMASA,ARALLE,BARURU,108,76.85,21,6,16,FEBRUARI
SULAWESI BARAT,MAMASA,ARALLE,RALLEANAK UTARA,32,90.63,5,0,6,FEBRUARI
SULAWESI BARAT,MAMASA,ARALLE,PAMOSEANG PANGGA,71,60.56,11,6,11,FEBRUARI
SULAWESI BARAT,MAMASA,ARALLE,KALABE,166,56.02,39,11,34,FEBRUARI
SULAWESI BARAT,MAMASA,ARALLE,ARALLE SELATAN,523,86.42,108,39,102,FEBRUARI
SULAWESI BARAT,MAMASA,ARALLE,HAHANGAN,193,96.89,32,9,36,FEBRUARI
SULAWESI BARAT,MAMASA,BALLA,BALLA,206,68.93,28,25,43,FEBRUARI
SULAWESI BARAT,MAMASA,BALLA,BALLA BARAT,347,89.63,55,23,72,FEBRUARI
SULAWESI BARAT,MAMASA,BALLA,BALLA SATANETEAN,57,87.72,7,8,13,FEBRUARI
SULAWESI BARAT,MAMASA,BALLA,BALLA TUMUKA,359,89.69,61,7,54,FEBRUARI
SULAWESI BARAT,MAMASA,BALLA,SEPAKUAN,197,98.98,35,9,32,FEBRUARI
SULAWESI BARAT,MAMASA,BALLA,PIDARA,114,96.49,17,4,14,FEBRUARI
SULAWESI BARAT,MAMASA,BALLA,BAMBAPUANG,229,88.65,36,4,28,FEBRUARI
SULAWESI BARAT,MAMASA,BALLA,BALLA TIMUR,448,93.75,72,14,64,FEBRUARI
SULAWESI BARAT,MAMASA,BAMBANG,MOKALLANG,270,64.44,51,4,34,FEBRUARI
SULAWESI BARAT,MAMASA,BAMBANG,MASOSO,162,71.6,47,4,27,FEBRUARI
SULAWESI BARAT,MAMASA,BAMBANG,SALUASSING,88,64.77,12,0,6,FEBRUARI
SULAWESI BARAT,MAMASA,BAMBANG,SALUBULO,76,88.16,20,0,11,FEBRUARI
SULAWESI BARAT,MAMASA,BAMBANG,SALUKADI,215,64.65,23,11,16,FEBRUARI
SULAWESI BARAT,MAMASA,BAMBANG,SALUKEPOPOK,231,70.13,79,24,69,FEBRUARI
SULAWESI BARAT,MAMASA,BAMBANG,ULUMAMBI BARAT,420,65.71,64,34,57,FEBRUARI
SULAWESI BARAT,MAMASA,BAMBANG,LIMBADEBATA,211,62.56,28,10,32,FEBRUARI
SULAWESI BARAT,MAMASA,BAMBANG,TANETE TOMBA,505,67.52,68,37,83,FEBRUARI
SULAWESI BARAT,MAMASA,BAMBANG,BAMBANG,105,78.1,26,6,30,FEBRUARI
SULAWESI BARAT,MAMASA,BAMBANG,RANTELEMO,237,59.49,21,25,32,FEBRUARI
SULAWESI BARAT,MAMASA,BAMBANG,SALUDENGEN,267,64.42,59,22,49,FEBRUARI
SULAWESI BARAT,MAMASA,BAMBANG,ULUMAMBI,113,74.34,16,12,21,FEBRUARI
SULAWESI BARAT,MAMASA,BAMBANG,BAMBANG TIMUR,66,66.67,3,7,10,FEBRUARI
SULAWESI BARAT,MAMASA,BAMBANG,MINANGA,23,95.65,0,2,4,FEBRUARI
SULAWESI BARAT,MAMASA,BAMBANG,SIKAMASE,113,60.18,15,15,15,FEBRUARI
SULAWESI BARAT,MAMASA,BAMBANG,RANTETARIMA,124,62.9,14,4,11,FEBRUARI
SULAWESI BARAT,MAMASA,BAMBANG,SALURURU,72,73.61,8,1,3,FEBRUARI
SULAWESI BARAT,MAMASA,BAMBANG,SALUTABANG,151,50.99,18,9,22,FEBRUARI
SULAWESI BARAT,MAMASA,BAMBANG,BALATANA,108,76.85,21,6,16,FEBRUARI
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,BUNTUMALANGKA,32,90.63,5,0,6,FEBRUARI
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,RANTEBERAN,71,60.56,11,6,11,FEBRUARI
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,KEBANGA,166,56.02,39,11,34,FEBRUARI
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,SALURINDU,102,61.76,11,6,12,FEBRUARI
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,TAORA,523,86.42,108,39,102,FEBRUARI
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,KABAE,193,96.89,32,9,36,FEBRUARI
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,SALUTAMBUN BARAT,206,68.93,28,25,43,FEBRUARI
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,PENATANGAN,347,89.63,55,23,72,FEBRUARI
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,SALUTAMBUN TIMUR,57,87.72,7,8,13,FEBRUARI
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,SALUTAMBUN,359,89.69,61,7,54,FEBRUARI
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,ARALLE TIMUR,197,98.98,35,9,32,FEBRUARI
SULAWESI BARAT,MAMASA,MAMASA,MAMASA,114,96.49,17,4,14,FEBRUARI
SULAWESI BARAT,MAMASA,MAMASA,RAMBUSARATU,229,88.65,36,4,28,FEBRUARI
SULAWESI BARAT,MAMASA,MAMASA,OSANGO,448,93.75,72,14,64,FEBRUARI
SULAWESI BARAT,MAMASA,MAMASA,LAMBANAN,270,64.44,51,4,34,FEBRUARI
SULAWESI BARAT,MAMASA,MAMASA,LEMBANA SALULO,162,71.6,47,4,27,FEBRUARI
SULAWESI BARAT,MAMASA,MAMASA,TAUPE,88,64.77,12,0,6,FEBRUARI
SULAWESI BARAT,MAMASA,MAMASA,BUNTU BUDA,76,88.16,20,0,11,FEBRUARI
SULAWESI BARAT,MAMASA,MAMASA,TONDOK BAKARU,215,64.65,23,11,16,FEBRUARI
SULAWESI BARAT,MAMASA,MAMASA,PEBASSIAN,231,70.13,79,24,69,FEBRUARI
SULAWESI BARAT,MAMASA,MAMASA,MAMBULILING,420,65.71,64,34,57,FEBRUARI
SULAWESI BARAT,MAMASA,MAMASA,BOMBONG LAMBE,211,62.56,28,10,32,FEBRUARI
SULAWESI BARAT,MAMASA,MAMASA,BUBUN BATU,505,67.52,68,37,83,FEBRUARI
SULAWESI BARAT,MAMASA,MAMBI,MAMBI,105,78.1,26,6,30,FEBRUARI
SULAWESI BARAT,MAMASA,MAMBI,TALIPUKKI,237,59.49,21,25,32,FEBRUARI
SULAWESI BARAT,MAMASA,MAMBI,RANTEBULAHAN,267,64.42,59,22,49,FEBRUARI
SULAWESI BARAT,MAMASA,MAMBI,SONDONGLAYU,113,74.34,16,12,21,FEBRUARI
SULAWESI BARAT,MAMASA,MAMBI,SALUBANUA,66,66.67,3,7,10,FEBRUARI
SULAWESI BARAT,MAMASA,MAMBI,TAPALINA,23,95.65,0,2,4,FEBRUARI
SULAWESI BARAT,MAMASA,MAMBI,SENDANA,113,60.18,15,15,15,FEBRUARI
SULAWESI BARAT,MAMASA,MAMBI,PAMOSEAN,124,62.9,14,4,11,FEBRUARI
SULAWESI BARAT,MAMASA,MAMBI,SELUMAKA,72,73.61,8,1,3,FEBRUARI
SULAWESI BARAT,MAMASA,MAMBI,BUJUNG MANURUNG,151,50.99,18,9,22,FEBRUARI
SULAWESI BARAT,MAMASA,MAMBI,SALU ALO,108,76.85,21,6,16,FEBRUARI
SULAWESI BARAT,MAMASA,MAMBI,INDOBANUA,32,90.63,5,0,6,FEBRUARI
SULAWESI BARAT,MAMASA,MAMBI,SALUDURIAN,71,60.56,11,6,11,FEBRUARI
SULAWESI BARAT,MAMASA,MEHALAAN,MEHALAAN,166,56.02,39,11,34,FEBRUARI
SULAWESI BARAT,MAMASA,MEHALAAN,BOTTENG,102,61.76,11,6,12,FEBRUARI
SULAWESI BARAT,MAMASA,MEHALAAN,SALUKONTA,1393,19.53,54,27,107,FEBRUARI
SULAWESI BARAT,MAMASA,MEHALAAN,MESAKADA,275,78.55,51,9,51,FEBRUARI
SULAWESI BARAT,MAMASA,MEHALAAN,MEHALAAN BARAT,272,53.31,34,12,38,FEBRUARI
SULAWESI BARAT,MAMASA,MEHALAAN,SALUAHOK,155,73.55,13,20,23,FEBRUARI
SULAWESI BARAT,MAMASA,MEHALAAN,SALUBALO,197,61.93,18,17,31,FEBRUARI
SULAWESI BARAT,MAMASA,MEHALAAN,PASSEMBUK,414,71.26,50,24,60,FEBRUARI
SULAWESI BARAT,MAMASA,MEHALAAN,KONDO,294,60.88,43,20,36,FEBRUARI
SULAWESI BARAT,MAMASA,MEHALAAN,LEKO SUKAMAJU,239,45.61,28,20,42,FEBRUARI
SULAWESI BARAT,MAMASA,MEHALAAN,ULUMEA,342,79.53,65,31,64,FEBRUARI
SULAWESI BARAT,MAMASA,MESSAWA,MESSAWA,356,84.27,65,26,48,FEBRUARI
SULAWESI BARAT,MAMASA,MESSAWA,RIPPUNG,245,80.41,48,14,41,FEBRUARI
SULAWESI BARAT,MAMASA,MESSAWA,MAKUANG,363,87.6,59,10,64,FEBRUARI
SULAWESI BARAT,MAMASA,MESSAWA,SEPANG,523,86.42,108,39,102,FEBRUARI
SULAWESI BARAT,MAMASA,MESSAWA,MALIMBONG,193,96.89,32,9,36,FEBRUARI
SULAWESI BARAT,MAMASA,MESSAWA,MATANDE,206,68.93,28,25,43,FEBRUARI
SULAWESI BARAT,MAMASA,MESSAWA,SIPAI,347,89.63,55,23,72,FEBRUARI
SULAWESI BARAT,MAMASA,MESSAWA,PASMA MAMBU,57,87.72,7,8,13,FEBRUARI
SULAWESI BARAT,MAMASA,MESSAWA,TANETE BATU,359,89.69,61,7,54,FEBRUARI
SULAWESI BARAT,MAMASA,NOSU,NOSU,197,98.98,35,9,32,FEBRUARI
SULAWESI BARAT,MAMASA,NOSU,MINANGA,114,96.49,17,4,14,FEBRUARI
SULAWESI BARAT,MAMASA,NOSU,BATUPAPAN,229,88.65,36,4,28,FEBRUARI
SULAWESI BARAT,MAMASA,NOSU,MASEWWE,448,93.75,72,14,64,FEBRUARI
SULAWESI BARAT,MAMASA,NOSU,SIWI,270,64.44,51,4,34,FEBRUARI
SULAWESI BARAT,MAMASA,NOSU,MINANGA TIMUR,162,71.6,47,4,27,FEBRUARI
SULAWESI BARAT,MAMASA,NOSU,PARINDING,88,64.77,12,0,6,FEBRUARI
SULAWESI BARAT,MAMASA,PANA,PANA,76,88.16,20,0,11,FEBRUARI
SULAWESI BARAT,MAMASA,PANA,MANIPI,215,64.65,23,11,16,FEBRUARI
SULAWESI BARAT,MAMASA,PANA,MAMULLU,231,70.13,79,24,69,FEBRUARI
SULAWESI BARAT,MAMASA,PANA,SAPAN,420,65.71,64,34,57,FEBRUARI
SULAWESI BARAT,MAMASA,PANA,DATUBARINGAN,211,62.56,28,10,32,FEBRUARI
SULAWESI BARAT,MAMASA,PANA,PANURA,505,67.52,68,37,83,FEBRUARI
